Iteration,Nº Landmarks,Landmarks detected,Real Landmarks,Association time,Localitation time,Association Cost,Recovery Applied,Location estimated,Real location,Location Error,Orientation Error
1813,6,1-2-7-8-13-14,1-2-7-8-13-14,213.565,263.431,3.40761,0,(14.855606 | -187.486208),(14.819651 | -187.554565),7.72369,0.0
1814,6,1-2-7-8-13-14,1-2-7-8-13-14,122.976,220.947,4.01223,0,(14.737775 | -187.627542),(14.819651 | -187.554565),10.9678,0.0
1815,6,1-2-7-8-13-14,1-2-7-8-13-14,133.571,244.147,2.56476,0,(14.731929 | -187.635564),(14.819651 | -187.554565),11.9398,0.0
1816,6,1-2-7-8-13-14,1-2-7-8-13-14,126.302,238.613,2.91498,0,(14.863383 | -187.512290),(14.819651 | -187.554565),6.08254,0.0
1817,6,1-2-7-8-13-14,1-2-7-8-13-14,185.847,255.258,3.28558,0,(14.768159 | -187.599241),(14.819651 | -187.554565),6.81708,0.0
1818,6,1-2-7-8-13-14,1-2-7-8-13-14,127.365,233.791,4.89177,0,(14.883535 | -187.441532),(14.819651 | -187.554565),12.9838,0.0
1819,6,1-2-7-8-13-14,1-2-7-8-13-14,199.213,230.485,3.86122,0,(14.841725 | -187.399846),(14.819651 | -187.554565),15.6286,0.0
1820,6,1-2-7-8-13-14,1-2-7-8-13-14,157.037,276.488,3.327,0,(14.821086 | -187.575185),(14.819651 | -187.554565),2.06698,0.0
1821,6,1-2-7-8-13-14,1-2-7-8-13-14,215.189,326.343,4.22007,0,(14.772502 | -187.599382),(14.819651 | -187.554565),6.50505,0.0
1822,6,1-2-7-8-13-14,1-2-7-8-13-14,190.253,352.505,3.96894,0,(14.787535 | -187.609233),(14.819651 | -187.554565),6.34032,0.0
1823,6,1-2-7-8-13-14,1-2-7-8-13-14,187.656,332.11,2.45263,0,(14.848059 | -187.538792),(14.819651 | -187.554565),3.24936,0.0
1824,6,1-2-7-8-13-14,1-2-7-8-13-14,220.199,337.485,3.27087,0,(14.802571 | -187.508429),(14.819651 | -187.554565),4.91965,0.0
1825,6,1-2-7-8-13-14,1-2-7-8-13-14,122.713,227.319,2.73934,0,(14.723708 | -187.484831),(14.819651 | -187.554565),11.8608,0.0
1826,6,1-2-7-8-13-14,1-2-7-8-13-14,185.308,295.656,2.39543,0,(14.841305 | -187.571332),(14.819651 | -187.554565),2.73866,0.0
1827,6,1-2-7-8-13-14,1-2-7-8-13-14,145.43,288.454,4.39147,0,(14.756362 | -187.393604),(14.819651 | -187.554565),17.2957,0.0
1828,6,1-2-7-8-13-14,1-2-7-8-13-14,202.75,363.534,5.77761,0,(14.757744 | -187.586450),(14.819651 | -187.554565),6.96348,0.0
1829,6,1-2-7-8-13-14,1-2-7-8-13-14,215.845,336.318,3.76108,0,(14.854038 | -187.475934),(14.819651 | -187.554565),8.58214,0.0
1830,6,1-2-7-8-13-14,1-2-7-8-13-14,157.71,324.945,3.84238,0,(14.838504 | -187.515578),(14.819651 | -187.554565),4.33066,0.0
1831,6,1-2-7-8-13-14,1-2-7-8-13-14,204.853,336.189,4.20728,0,(14.689838 | -187.689532),(14.819651 | -187.554565),18.7263,0.0
1832,6,1-2-7-8-13-14,1-2-7-8-13-14,150.979,277.15,3.2223,0,(14.870761 | -187.534427),(14.819651 | -187.554565),5.49348,0.0
1833,6,1-2-7-8-13-14,1-2-7-8-13-14,213.357,237.39,2.60264,0,(14.880166 | -187.492882),(14.819651 | -187.554565),8.64114,0.0
1834,6,1-2-7-8-13-14,1-2-7-8-13-14,210.857,368.36,3.94089,0,(14.780693 | -187.541492),(14.819651 | -187.554565),4.10926,0.0
1835,6,1-2-7-8-13-14,1-2-7-8-13-14,213.995,219.607,2.26231,0,(14.777460 | -187.548076),(14.819651 | -187.554565),4.26867,0.0
1836,6,1-2-7-8-13-14,1-2-7-8-13-14,144.186,269.056,4.73058,0,(14.714141 | -187.533704),(14.819651 | -187.554565),10.7552,0.0
1837,6,1-2-7-8-13-14,1-2-7-8-13-14,206.331,320.502,2.87155,0,(14.837637 | -187.518023),(14.819651 | -187.554565),4.07295,0.0
1838,6,1-2-7-8-13-14,1-2-7-8-13-14,194.227,215.312,5.61327,0,(14.694379 | -187.793597),(14.819651 | -187.554565),26.9869,0.0
1839,6,1-2-7-8-13-14,1-2-7-8-13-14,132.546,267.618,2.83507,0,(14.389485 | -187.932236),(14.819651 | -187.554565),57.2431,0.0
1840,6,1-2-7-8-13-14,1-2-7-8-13-14,159.742,324.345,4.88554,0,(14.781933 | -187.592524),(14.819651 | -187.554565),5.35112,0.0
1841,6,1-2-7-8-13-14,1-2-7-8-13-14,212.682,388.7,3.31673,0,(14.824123 | -187.578186),(14.819651 | -187.554565),2.40406,0.0
1842,6,1-2-7-8-13-14,1-2-7-8-13-14,130.458,367.23,3.67016,0,(14.896594 | -187.579460),(14.819651 | -187.554565),8.08702,0.0
1843,6,1-2-7-8-13-14,1-2-7-8-13-14,156.556,277.455,1.8254,0,(14.861278 | -187.484357),(14.819651 | -187.554565),8.16212,0.0
1844,6,1-2-7-8-13-14,1-2-7-8-13-14,160.144,253.453,4.20286,0,(14.747814 | -187.656683),(14.819651 | -187.554565),12.4854,0.0
1845,6,1-2-7-8-13-14,1-2-7-8-13-14,168.952,310.5,3.15887,0,(14.726534 | -187.652735),(14.819651 | -187.554565),13.5306,0.0
1846,6,1-2-7-8-13-14,1-2-7-8-13-14,181.81,358.013,3.21693,0,(14.813423 | -187.551626),(14.819651 | -187.554565),0.688684,0.0
1847,6,1-2-7-8-13-14,1-2-7-8-13-14,189.837,321.996,3.51234,0,(14.780629 | -187.553706),(14.819651 | -187.554565),3.9031,0.0
1848,6,1-2-7-8-13-14,1-2-7-8-13-14,158.619,268.132,3.88537,0,(14.805271 | -187.580358),(14.819651 | -187.554565),2.95306,0.0
1849,6,1-2-7-8-13-14,1-2-7-8-13-14,129.545,397.465,6.4462,0,(14.882128 | -187.481586),(14.819651 | -187.554565),9.60695,0.0
1850,6,1-2-7-8-13-14,1-2-7-8-13-14,120.782,258.001,3.79904,0,(14.711844 | -187.657638),(14.819651 | -187.554565),14.9152,0.0
1851,6,1-2-7-8-13-14,1-2-7-8-13-14,217.072,358.292,2.19704,0,(14.739126 | -187.636242),(14.819651 | -187.554565),11.4696,0.0
1852,6,1-2-7-8-13-14,1-2-7-8-13-14,217.429,472.718,3.98737,0,(14.762673 | -187.548662),(14.819651 | -187.554565),5.72823,0.0
1853,6,1-2-7-8-13-14,1-2-7-8-13-14,152.531,350.575,5.39627,0,(14.731344 | -187.840546),(14.819651 | -187.554565),29.9304,0.0
1854,6,1-2-7-8-13-14,1-2-7-8-13-14,191.714,293.072,3.00137,0,(14.825369 | -187.577594),(14.819651 | -187.554565),2.37279,0.0
1855,6,1-2-7-8-13-14,1-2-7-8-13-14,216.537,323.117,2.71464,0,(14.882635 | -187.489045),(14.819651 | -187.554565),9.08844,0.0
1856,6,1-2-7-8-13-14,1-2-7-8-13-14,156.966,258.763,2.48054,0,(14.753469 | -187.592267),(14.819651 | -187.554565),7.61667,0.0
1857,6,1-2-7-8-13-14,1-2-7-8-13-14,135.742,269.564,2.67096,0,(14.735734 | -187.621680),(14.819651 | -187.554565),10.7454,0.0
1858,6,1-2-7-8-13-14,1-2-7-8-13-14,146.318,456.682,3.84693,0,(14.762612 | -187.552317),(14.760190 | -187.554703),0.34001,0.0
1859,6,1-2-7-8-13-14,1-2-7-8-13-14,157.917,332.996,2.75831,0,(14.614232 | -187.617086),(14.591843 | -187.555069),6.59347,0.0
1860,6,1-2-7-8-13-14,1-2-7-8-13-14,215.309,357.432,3.69936,0,(14.102945 | -187.555178),(14.165050 | -187.554993),6.21046,0.0
1861,6,1-2-7-8-13-14,1-2-7-8-13-14,144.524,295.76,4.45113,0,(13.772911 | -187.639193),(13.686831 | -187.554977),12.0425,0.0
1862,6,1-2-7-8-13-14,1-2-7-8-13-14,138.729,270.457,5.24467,0,(12.932260 | -187.617328),(13.073746 | -187.554932),15.4633,0.0
1863,6,1-2-7-8-13-14,1-2-7-8-13-14,166.24,240.147,7.08305,0,(12.157476 | -187.695664),(12.336143 | -187.554932),22.7436,0.0
1864,6,1-2-7-8-13-14,1-2-7-8-13-14,157.119,263.244,6.16938,0,(11.167288 | -187.618763),(11.236594 | -187.554825),9.42948,0.0
1865,6,1-2-7-8-13-14,1-2-7-8-13-14,206.023,279.489,5.69976,0,(10.361354 | -187.461585),(10.317701 | -187.554688),10.2829,0.0
1866,5,1-2-7-8-13,1-2-7-8-13,122.018,380.963,9.11911,0,(9.293706 | -187.515770),(9.322211 | -187.554657),4.82154,0.0
1867,5,1-2-7-8-13,1-2-7-8-13,180.678,359.91,5.43093,0,(8.224416 | -187.679161),(8.351722 | -187.554657),17.8068,0.0
1868,5,1-2-7-8-13,1-2-7-8-13,174.485,460.683,5.96972,0,(7.191244 | -187.601820),(7.147285 | -187.570908),5.37401,0.0
1869,5,1-2-7-8-13,1-2-7-8-13,162.384,367.9,5.01366,0,(6.277932 | -187.660896),(6.289005 | -187.589783),7.19701,0.0
1870,5,1-2-7-8-13,1-2-7-8-13,145.406,212.673,5.99685,0,(5.189847 | -187.526645),(5.141938 | -187.619339),10.4343,0.0
1871,5,1-2-7-8-13,1-2-7-8-13,183.809,256.881,4.69391,0,(4.229527 | -187.719421),(4.287604 | -187.643265),9.57746,0.0
1872,5,1-2-7-8-13,1-2-7-8-13,145.635,253.925,4.8001,0,(3.476682 | -187.742934),(3.464246 | -187.667374),7.6577,0.0
1873,5,1-2-7-8-13,1-2-7-8-13,122.59,421.839,5.54824,0,(2.735428 | -187.694077),(2.664218 | -187.694702),7.12123,0.0
1874,4,1-2-7-8,1-2-7-8,92.66,226.704,4.85105,0,(1.540303 | -187.760322),(1.545405 | -187.784546),2.47557,0.0
1875,4,1-2-7-8,1-2-7-8,91.453,298.385,4.02462,0,(0.475877 | -187.922373),(0.605258 | -187.934433),12.9942,0.0
1876,4,1-2-7-8,1-2-7-8,96.964,334.622,3.78737,0,(-0.274641 | -188.172389),(-0.436405 | -188.178787),16.189,0.0
1877,4,1-2-7-8,1-2-7-8,98.088,270.517,7.81265,0,(-2.212983 | -188.944761),(-1.947048 | -188.704453),35.8427,0.0
1878,4,1-2-7-8,1-2-7-8,133.163,431.418,4.30665,0,(-3.081496 | -189.418009),(-3.057481 | -189.266434),15.3466,0.0
1879,4,1-2-7-8,1-2-7-8,177.009,332.524,4.09586,0,(-3.988726 | -189.877215),(-4.046862 | -189.944763),8.9121,0.0
1880,4,1-2-7-8,1-2-7-8,93.996,259.781,9.02059,0,(-5.212596 | -191.068793),(-5.174387 | -191.027969),5.59155,0.0
1881,4,1-2-7-8,1-2-7-8,119.684,222.549,4.53718,0,(-5.979527 | -192.084758),(-5.886578 | -191.993607),13.0185,0.0
1882,4,1-2-7-8,1-2-7-8,127.867,314.908,3.4754,0,(-6.398873 | -193.085729),(-6.462134 | -193.062744),6.73076,0.0
1883,4,1-2-7-8,1-2-7-8,98.295,326.25,4.96625,0,(-6.877559 | -194.214570),(-6.894608 | -194.186584),3.27699,0.0
1884,3,1-2-8,1-2-8,78.471,343.946,5.38022,0,(-7.511612 | -195.686891),(-7.184673 | -195.345779),47.2489,0.0
1885,3,1-2-8,1-2-8,128.012,342.836,4.17275,0,(-7.577386 | -197.083933),(-7.403820 | -196.939774),22.5627,0.0
1886,3,1-2-8,1-2-8,133.519,434.522,3.1987,0,(-7.492768 | -198.112378),(-7.478639 | -198.152176),4.22313,0.0
1887,3,1-2-8,1-2-8,162.386,423.23,3.71914,0,(-7.414083 | -199.278723),(-7.511262 | -199.362579),12.8358,0.0
1888,3,1-2-8,1-2-8,80.877,230.403,5.05076,0,(-7.500368 | -200.943357),(-7.521733 | -200.971405),3.52587,0.0
1889,3,1-2-8,1-2-8,193.513,291.578,3.62675,0,(-7.424387 | -202.061170),(-7.518995 | -202.180679),15.2425,0.0
1890,3,1-2-8,1-2-8,87.856,331.023,3.18499,0,(-7.426627 | -203.351439),(-7.511605 | -203.392227),9.42601,0.0
1891,3,1-2-8,1-2-8,92.13,252.493,3.48257,0,(-7.270232 | -204.519279),(-7.501720 | -204.602600),24.6027,0.0
1892,3,1-2-8,1-2-8,128.568,338.758,5.51077,0,(-7.433665 | -205.907408),(-7.489426 | -206.214493),31.2107,0.0
1893,3,1-2-8,1-2-8,130.689,368.784,3.92883,0,(-7.341499 | -207.293795),(-7.482290 | -207.423996),19.1767,0.0
1894,3,1-2-8,1-2-8,133.065,340.843,3.61333,0,(-7.485336 | -208.641714),(-7.475927 | -208.634155),1.20688,0.0
1895,3,1-2-8,1-2-8,134.687,316.394,4.87329,0,(-7.502050 | -210.362651),(-7.468302 | -210.247391),12.01,0.0
1896,4,1-2-8-9,1-2-8-9,155.3,277.163,4.99384,0,(-7.436758 | -211.410794),(-7.464279 | -211.457001),5.3782,0.0
1897,4,1-2-8-9,1-2-8-9,171.697,469.32,5.99267,0,(-7.458905 | -212.661310),(-7.461049 | -212.666534),0.564717,0.0
1898,4,1-2-8-9,1-2-8-9,92.323,288.813,6.66691,0,(-7.527591 | -214.305762),(-7.457360 | -214.279678),7.49182,0.0
1899,4,1-2-8-9,1-2-8-9,110.871,304.163,5.07403,0,(-7.600585 | -215.498606),(-7.454957 | -215.489578),14.5907,0.0
1900,4,1-2-8-9,1-2-8-9,100.299,260.124,4.62171,0,(-7.437957 | -216.641550),(-7.453174 | -216.699249),5.96724,0.0
1901,3,2-8-9,2-8-9,87.311,319.023,3.05557,0,(-7.317302 | -217.880197),(-7.451602 | -217.909119),13.7379,0.0
1902,3,2-8-9,2-8-9,118.837,290.188,5.5296,0,(-7.677948 | -219.495179),(-7.449854 | -219.522202),22.9689,0.0
1903,3,2-8-9,2-8-9,128.087,298.929,3.5587,0,(-7.198634 | -220.741764),(-7.448680 | -220.731934),25.024,0.0
1904,3,2-8-9,2-8-9,85.654,387.805,4.72191,0,(-7.646220 | -222.001231),(-7.447790 | -221.941833),20.7129,0.0
1905,3,2-8-9,2-8-9,131.841,449.649,4.10323,0,(-7.464958 | -223.161585),(-7.446983 | -223.151550),2.05855,0.0
1906,3,2-8-9,2-8-9,129.984,352.105,4.8591,0,(-7.231221 | -224.543134),(-7.446318 | -224.764648),30.8764,0.0
1907,3,2-8-9,2-8-9,104.665,250.984,4.9245,0,(-7.390508 | -225.981094),(-7.445872 | -225.974548),5.57498,0.0
1908,3,2-8-9,2-8-9,91.753,285.383,3.93007,0,(-7.278495 | -227.041684),(-7.445520 | -227.184265),21.9606,0.0
1909,3,2-8-9,2-8-9,111.036,211.064,5.49152,0,(-7.652523 | -228.871487),(-7.445082 | -228.797363),22.0287,0.0
1910,3,2-8-9,2-8-9,118.525,363.293,4.37275,0,(-7.879743 | -230.058150),(-7.444705 | -230.007263),43.8004,0.0
1911,3,2-8-9,2-8-9,82.733,280.655,4.52972,0,(-7.580064 | -231.336241),(-7.444339 | -231.216980),18.0678,0.0
1912,3,2-8-9,2-8-9,76.202,319.698,4.07278,0,(-7.172545 | -232.776477),(-7.443978 | -232.830078),27.6675,0.0
1913,3,2-8-9,2-8-9,90.72,341.182,4.43967,0,(-7.762704 | -234.286800),(-7.443758 | -234.039978),40.3297,0.0
1914,3,2-8-9,2-8-9,120.03,290.398,3.60022,0,(-7.666845 | -235.485321),(-7.443532 | -235.249695),32.4635,0.0
1915,3,2-8-9,2-8-9,110.487,268.843,3.87029,0,(-7.305048 | -236.956103),(-7.443159 | -236.862793),16.6678,0.0
1916,3,2-8-9,2-8-9,98.097,230.355,2.63808,0,(-7.166360 | -237.841894),(-7.442959 | -238.072693),36.0243,0.0
1917,3,2-8-9,2-8-9,79.682,215.019,2.86158,0,(-7.030787 | -238.786582),(-7.442735 | -239.282410),64.4629,0.0
1918,3,2-8-9,2-8-9,89.926,243.214,7.78285,0,(-7.756593 | -241.200304),(-7.442291 | -240.895508),43.782,0.0
1919,3,2-8-9,2-8-9,103.071,313.016,3.11469,0,(-7.281065 | -242.188072),(-7.441996 | -242.105408),18.0921,0.0
1920,5,2-3-8-9-10,2-3-8-9-10,156.745,307.683,7.8082,0,(-7.459568 | -243.385130),(-7.441740 | -243.315125),7.22398,0.0
1921,4,2-3-9-10,2-3-9-10,159.914,278.696,4.82521,0,(-7.540938 | -244.566477),(-7.441521 | -244.525040),10.7707,0.0
1922,3,3-9-10,3-9-10,115.89,355.653,3.43682,0,(-7.068330 | -245.537819),(-7.441133 | -245.734756),42.1624,0.0
1923,3,3-9-10,3-9-10,74.452,301.445,5.2353,0,(-7.141950 | -247.220058),(-7.440202 | -247.347839),32.4472,0.0
1924,3,3-9-10,3-9-10,119.631,471.287,4.76313,0,(-7.412724 | -248.548341),(-7.439466 | -248.557755),2.83504,0.0
1925,3,3-9-10,3-9-10,129.1,402.313,4.58818,0,(-7.544917 | -249.793076),(-7.438637 | -249.767471),10.9321,0.0
1926,3,3-9-10,3-9-10,126.467,385.394,4.96132,0,(-7.409817 | -251.376383),(-7.437097 | -251.380554),2.75969,0.0
1927,3,3-9-10,3-9-10,122.23,318.39,3.66586,0,(-7.276193 | -252.494345),(-7.435660 | -252.590469),18.6198,0.0
1928,3,3-9-10,3-9-10,135.578,351.259,3.4361,0,(-7.190470 | -253.689328),(-7.434144 | -253.800186),26.7706,0.0
1929,3,3-9-10,3-9-10,112.558,173.578,5.1245,0,(-7.530836 | -255.502634),(-7.432051 | -255.413269),13.3209,0.0
1930,3,3-9-10,3-9-10,89.326,224.527,2.7346,0,(-7.061227 | -256.313068),(-7.430381 | -256.623169),48.2118,0.0
1931,3,3-9-10,3-9-10,132.899,241.457,4.16834,0,(-7.498496 | -257.899992),(-7.428735 | -257.832916),9.67765,0.0
1932,3,3-9-10,3-9-10,131.653,191.98,4.64483,0,(-7.336722 | -259.513629),(-7.426538 | -259.445984),11.244,0.0
1933,3,3-9-10,3-9-10,130.915,268.867,3.20667,0,(-7.400744 | -260.597364),(-7.424890 | -260.655884),6.33059,0.0
1934,3,3-9-10,3-9-10,131.473,381.839,4.74535,0,(-7.582958 | -261.974473),(-7.423242 | -261.865631),19.3276,0.0
1935,4,3-4-9-10,3-4-9-10,89.808,206.442,5.99045,0,(-7.454751 | -263.488385),(-7.420967 | -263.478699),3.51452,0.0
1936,4,3-4-9-10,3-4-9-10,150.811,308.298,5.03004,0,(-7.400785 | -264.705342),(-7.419065 | -264.688599),2.4789,0.0
1937,4,3-4-9-10,3-4-9-10,138.6,226.862,4.82269,0,(-7.283770 | -265.844366),(-7.417092 | -265.898346),14.3836,0.0
1938,4,3-4-9-10,3-4-9-10,130.254,200.729,7.16469,0,(-7.247485 | -267.386206),(-7.414355 | -267.511414),20.862,0.0
1939,4,3-4-9-10,3-4-9-10,136.042,289.199,7.91143,0,(-7.643167 | -268.927234),(-7.412314 | -268.721313),30.9348,0.0
1940,4,3-4-9-10,3-4-9-10,146.605,358.549,4.07568,0,(-7.368800 | -269.832146),(-7.410273 | -269.931061),10.7257,0.0
1941,4,3-4-9-10,3-4-9-10,93.804,263.139,7.88036,0,(-7.468728 | -271.579977),(-7.407588 | -271.544128),7.08748,0.0
1942,4,3-4-9-10,3-4-9-10,138.017,441.693,4.32798,0,(-7.390100 | -272.726711),(-7.405556 | -272.754028),3.13867,0.0
1943,4,3-4-9-10,3-4-9-10,143.009,438.253,5.85337,0,(-7.503923 | -273.942662),(-7.403441 | -273.963776),10.2676,0.0
1944,4,3-4-9-10,3-4-9-10,88.596,257.194,6.11551,0,(-7.407192 | -275.550710),(-7.400617 | -275.576843),2.69472,0.0
1945,5,3-4-9-10-11,3-4-9-10-11,162.598,380.538,6.80842,0,(-7.496049 | -276.811568),(-7.398566 | -276.786743),10.0594,0.0
1946,5,3-4-9-10-11,3-4-9-10-11,195.072,304.618,8.66668,0,(-7.424664 | -278.356852),(-7.395938 | -278.399841),5.17033,0.0
1947,4,3-4-10-11,3-4-10-11,137.989,384.59,5.51753,0,(-7.508294 | -279.652767),(-7.394048 | -279.609558),12.2144,0.0
1948,4,3-4-10-11,3-4-10-11,160.532,405.264,5.65574,0,(-7.411580 | -281.212884),(-7.391520 | -281.222656),2.23139,0.0
1949,4,3-4-10-11,3-4-10-11,138.459,287.501,6.25782,0,(-7.619804 | -282.660587),(-7.389625 | -282.432556),32.4007,0.0
1950,4,3-4-10-11,3-4-10-11,107.393,233.333,5.12365,0,(-7.398332 | -283.562146),(-7.387730 | -283.642273),8.08256,0.0
1951,4,3-4-10-11,3-4-10-11,166.302,361.229,6.01243,0,(-7.327816 | -285.236205),(-7.385203 | -285.255371),6.05031,0.0
1952,4,3-4-10-11,3-4-10-11,99.8,274.45,5.1539,0,(-7.527601 | -286.548238),(-7.383308 | -286.465271),16.6446,0.0
1953,4,3-4-10-11,3-4-10-11,88.469,243.717,5.90942,0,(-7.369084 | -288.042383),(-7.380781 | -288.078339),3.78108,0.0
1954,4,3-4-10-11,3-4-10-11,104.575,226.393,6.78733,0,(-7.390082 | -289.249698),(-7.378886 | -289.288086),3.99871,0.0
1955,4,3-4-10-11,3-4-10-11,155.464,282.702,4.92506,0,(-7.418742 | -290.546104),(-7.374668 | -290.497284),6.57725,0.0
1956,4,3-4-10-11,3-4-10-11,98.122,305.4,6.39717,0,(-7.348103 | -291.999561),(-7.348341 | -292.061798),6.22373,0.0
1957,4,3-4-10-11,3-4-10-11,110.963,257.892,5.52173,0,(-7.304980 | -293.165887),(-7.322196 | -293.184204),2.51374,0.0
1958,4,3-4-10-11,3-4-10-11,141.341,249.722,6.18833,0,(-7.421739 | -294.829648),(-7.282012 | -294.690125),19.746,0.0
1959,4,3-4-10-11,3-4-10-11,157.23,401.144,4.17579,0,(-7.239395 | -295.872916),(-7.236994 | -295.847992),2.50393,0.0
1960,4,3-4-10-11,3-4-10-11,99.21,190.138,4.3161,0,(-7.117268 | -296.946753),(-7.149044 | -296.998444),6.06764,0.0
1961,4,3-4-10-11,3-4-10-11,92.123,263.747,6.95416,0,(-6.980792 | -298.521364),(-6.896253 | -298.505585),8.5999,0.0
1962,4,3-4-10-11,3-4-10-11,111.789,282.943,4.51366,0,(-6.343224 | -299.448847),(-6.558184 | -299.659973),30.1301,0.0
1963,4,3-4-10-11,3-4-10-11,150.873,303.754,5.11664,0,(-6.023186 | -300.771892),(-6.090004 | -300.802185),7.3364,0.0
1964,4,3-4-10-11,3-4-10-11,153.148,351.839,7.05703,0,(-5.317114 | -302.191668),(-5.274898 | -302.174622),4.55279,0.0
1965,4,3-4-10-11,3-4-10-11,144.258,239.096,5.52052,0,(-4.729346 | -303.282771),(-4.521732 | -303.084656),28.6973,0.0
1966,4,3-4-10-11,3-4-10-11,155.171,314.217,6.16211,0,(-3.459870 | -303.727634),(-3.649531 | -303.917542),26.8395,0.0
1967,4,3-4-10-11,3-4-10-11,101.47,246.375,6.61896,0,(-2.360407 | -304.861745),(-2.335604 | -304.849365),2.77207,0.0
1968,4,3-4-10-11,3-4-10-11,148.957,355.726,5.50504,0,(-1.137320 | -305.276893),(-1.271959 | -305.409912),18.9267,0.0
1969,4,3-4-10-11,3-4-10-11,155.5,369.572,4.66754,0,(-0.158212 | -305.802630),(-0.155568 | -305.844177),4.16312,0.0
1970,4,3-4-10-11,3-4-10-11,106.347,330.88,6.93415,0,(1.343092 | -306.242814),(1.401871 | -306.242401),5.87811,0.0
1971,4,3-4-10-11,3-4-10-11,91.033,384.199,5.64169,0,(2.467169 | -306.470445),(2.598363 | -306.411865),14.3678,0.0
1972,4,3-4-10-11,3-4-10-11,91.96,239.612,7.5396,0,(3.864253 | -306.404372),(3.804848 | -306.506195),11.7885,0.0
1973,4,3-4-10-11,3-4-10-11,106.589,274.114,5.30777,0,(5.178793 | -306.417194),(5.013900 | -306.556274),21.5715,0.0
1974,4,3-4-10-11,3-4-10-11,95.139,342.707,4.63628,0,(6.120396 | -306.666329),(6.222404 | -306.579651),13.3861,0.0
1975,3,4-10-11,4-10-11,86.182,339.83,5.42972,0,(7.847185 | -306.572043),(7.834785 | -306.589386),2.13204,0.0
1976,3,4-10-11,4-10-11,75.371,214.608,3.19341,0,(9.093944 | -306.253569),(9.045081 | -306.588409),33.8387,0.0
1977,3,4-10-11,4-10-11,125.061,344.322,4.82279,0,(10.457362 | -306.273913),(10.255035 | -306.584167),37.0397,0.0
1978,3,4-10-11,4-10-11,107.526,319.712,4.47543,0,(11.600355 | -306.885311),(11.867769 | -306.578491),40.7,0.0
1979,3,4-10-11,4-10-11,134.036,290.254,5.08648,0,(12.997485 | -306.760699),(13.077495 | -306.574127),20.3004,0.0
1980,3,4-10-11,4-10-11,123.96,329.123,4.98665,0,(14.059163 | -307.319424),(14.287301 | -306.569702),78.3664,0.0
1981,4,4-10-11-21,4-10-11-21,111.725,344.35,5.42463,0,(15.409862 | -306.636269),(15.497241 | -306.565704),11.2314,0.0
1982,4,4-10-11-21,4-10-11-21,90.875,218.435,5.38245,0,(16.811143 | -306.951691),(17.109667 | -306.561462),49.132,0.0
1983,5,4-10-11-16-21,4-10-11-16-21,125.882,321.119,8.05486,0,(18.282085 | -306.577701),(18.307819 | -306.558655),3.20157,0.0
1984,4,4-11-16-21,4-11-16-21,121.481,252.337,5.31483,0,(19.313550 | -306.757291),(19.477266 | -306.556213),25.9298,0.0
